MU: -3.050588e-01 7.329242e-01 1.279184e-01 2.306995e-01 3.996156e-01 
algo,mean,variance,S,tail
gl,7.845757e-01,1.465000e+00,5,3.000000e-02
nv,7.567545e-01,7.592779e-02,5,3.000000e-02
gl,7.824333e-01,1.454093e+00,5,3.000000e-02
nv,7.562476e-01,7.595318e-02,5,3.000000e-02
gl,7.811741e-01,1.444940e+00,5,3.000000e-02
nv,7.568251e-01,7.593973e-02,5,3.000000e-02
gl,7.822204e-01,1.436943e+00,5,3.000000e-02
nv,7.571315e-01,7.592045e-02,5,3.000000e-02
gl,7.820976e-01,1.434415e+00,5,3.000000e-02
nv,7.572507e-01,7.600762e-02,5,3.000000e-02
gl,7.812327e-01,1.425953e+00,5,3.000000e-02
nv,7.574441e-01,7.626277e-02,5,3.000000e-02
gl,7.866504e-01,1.443344e+00,5,3.000000e-02
nv,7.570122e-01,7.641206e-02,5,3.000000e-02
gl,7.827879e-01,1.433959e+00,5,3.000000e-02
nv,7.581026e-01,7.610740e-02,5,3.000000e-02
gl,7.857792e-01,1.431237e+00,5,3.000000e-02
nv,7.574544e-01,7.621086e-02,5,3.000000e-02
gl,7.848896e-01,1.422001e+00,5,3.000000e-02
nv,7.564120e-01,7.646807e-02,5,3.000000e-02
gl,7.850943e-01,1.413715e+00,5,3.000000e-02
nv,7.570246e-01,7.611794e-02,5,3.000000e-02
gl,7.864684e-01,1.427154e+00,5,3.000000e-02
nv,7.572811e-01,7.607269e-02,5,3.000000e-02
gl,7.840207e-01,1.417421e+00,5,3.000000e-02
nv,7.570573e-01,7.587618e-02,5,3.000000e-02
gl,7.809860e-01,1.408212e+00,5,3.000000e-02
nv,7.565220e-01,7.606161e-02,5,3.000000e-02
gl,7.791941e-01,1.399673e+00,5,3.000000e-02
nv,7.578102e-01,7.585040e-02,5,3.000000e-02
gl,7.782931e-01,1.390519e+00,5,3.000000e-02
nv,7.566938e-01,7.621042e-02,5,3.000000e-02
gl,7.756625e-01,1.381511e+00,5,3.000000e-02
nv,7.561583e-01,7.636587e-02,5,3.000000e-02
gl,7.782883e-01,1.382601e+00,5,3.000000e-02
nv,7.555721e-01,7.627405e-02,5,3.000000e-02
gl,7.797045e-01,1.379741e+00,5,3.000000e-02
nv,7.556830e-01,7.639122e-02,5,3.000000e-02
gl,7.787386e-01,1.371177e+00,5,3.000000e-02
nv,7.557277e-01,7.626003e-02,5,3.000000e-02
gl,7.780348e-01,1.365499e+00,5,3.000000e-02
nv,7.549222e-01,7.652523e-02,5,3.000000e-02
gl,7.774499e-01,1.359449e+00,5,3.000000e-02
nv,7.541794e-01,7.674338e-02,5,3.000000e-02
gl,7.753776e-01,1.350970e+00,5,3.000000e-02
nv,7.549978e-01,7.642684e-02,5,3.000000e-02
gl,7.736223e-01,1.342547e+00,5,3.000000e-02
nv,7.560587e-01,7.611408e-02,5,3.000000e-02
gl,7.730452e-01,1.336250e+00,5,3.000000e-02
nv,7.558578e-01,7.619749e-02,5,3.000000e-02
gl,7.716239e-01,1.328396e+00,5,3.000000e-02
nv,7.560006e-01,7.622061e-02,5,3.000000e-02
gl,7.687706e-01,1.320479e+00,5,3.000000e-02
nv,7.562362e-01,7.626060e-02,5,3.000000e-02
gl,7.729693e-01,1.347823e+00,5,3.000000e-02
nv,7.546492e-01,7.699286e-02,5,3.000000e-02
gl,7.713191e-01,1.339647e+00,5,3.000000e-02
nv,7.553464e-01,7.695674e-02,5,3.000000e-02
gl,7.708714e-01,1.332887e+00,5,3.000000e-02
nv,7.546777e-01,7.699670e-02,5,3.000000e-02
gl,7.692294e-01,1.324999e+00,5,3.000000e-02
nv,7.550985e-01,7.698678e-02,5,3.000000e-02
gl,7.680117e-01,1.317462e+00,5,3.000000e-02
nv,7.559337e-01,7.687022e-02,5,3.000000e-02
gl,7.656656e-01,1.310327e+00,5,3.000000e-02
nv,7.564102e-01,7.676087e-02,5,3.000000e-02
gl,7.662648e-01,1.308388e+00,5,3.000000e-02
nv,7.558997e-01,7.686712e-02,5,3.000000e-02
gl,7.651439e-01,1.301210e+00,5,3.000000e-02
nv,7.569866e-01,7.663514e-02,5,3.000000e-02
gl,7.639216e-01,1.293792e+00,5,3.000000e-02
nv,7.568651e-01,7.648661e-02,5,3.000000e-02
gl,7.718865e-01,1.373419e+00,5,3.000000e-02
nv,7.560873e-01,7.655351e-02,5,3.000000e-02
gl,7.703396e-01,1.367017e+00,5,3.000000e-02
nv,7.550946e-01,7.684983e-02,5,3.000000e-02
gl,7.762262e-01,1.443885e+00,5,3.000000e-02
