MU: 8.385169e-01 -6.699924e-01 -1.599249e+00 1.257455e+00 1.250238e+00 
algo,mean,variance,S,tail
gl,9.980423e-02,2.312041e+00,5,1.000000e-01
nv,1.213432e-01,6.715859e-02,5,1.000000e-01
gl,9.931657e-02,2.298240e+00,5,1.000000e-01
nv,1.206545e-01,6.683582e-02,5,1.000000e-01
gl,9.883418e-02,2.284593e+00,5,1.000000e-01
nv,1.202963e-01,6.655536e-02,5,1.000000e-01
gl,9.839955e-02,2.271105e+00,5,1.000000e-01
nv,1.208558e-01,6.688344e-02,5,1.000000e-01
gl,9.850042e-02,2.257864e+00,5,1.000000e-01
nv,1.204397e-01,6.662663e-02,5,1.000000e-01
gl,9.820609e-02,2.244688e+00,5,1.000000e-01
nv,1.204194e-01,6.659016e-02,5,1.000000e-01
gl,9.826321e-02,2.231740e+00,5,1.000000e-01
nv,1.213348e-01,6.719036e-02,5,1.000000e-01
gl,9.783446e-02,2.218869e+00,5,1.000000e-01
nv,1.209036e-01,6.687698e-02,5,1.000000e-01
gl,9.738746e-02,2.206149e+00,5,1.000000e-01
nv,1.223107e-01,6.778349e-02,5,1.000000e-01
gl,9.704288e-02,2.193573e+00,5,1.000000e-01
nv,1.228548e-01,6.807207e-02,5,1.000000e-01
gl,9.716263e-02,2.181282e+00,5,1.000000e-01
nv,1.226041e-01,6.794851e-02,5,1.000000e-01
gl,9.674766e-02,2.168989e+00,5,1.000000e-01
nv,1.222699e-01,6.765855e-02,5,1.000000e-01
gl,9.633207e-02,2.156836e+00,5,1.000000e-01
nv,1.224037e-01,6.776148e-02,5,1.000000e-01
gl,9.584692e-02,2.144823e+00,5,1.000000e-01
nv,1.220102e-01,6.748859e-02,5,1.000000e-01
gl,9.535745e-02,2.132944e+00,5,1.000000e-01
nv,1.217652e-01,6.731522e-02,5,1.000000e-01
gl,9.486123e-02,2.121197e+00,5,1.000000e-01
nv,1.217967e-01,6.741604e-02,5,1.000000e-01
gl,9.460175e-02,2.109571e+00,5,1.000000e-01
nv,1.215462e-01,6.718570e-02,5,1.000000e-01
gl,9.420641e-02,2.098069e+00,5,1.000000e-01
nv,1.214762e-01,6.711705e-02,5,1.000000e-01
gl,9.592416e-02,2.095155e+00,5,1.000000e-01
nv,1.209814e-01,6.681321e-02,5,1.000000e-01
gl,9.575310e-02,2.083896e+00,5,1.000000e-01
nv,1.206243e-01,6.659094e-02,5,1.000000e-01
gl,9.529784e-02,2.072725e+00,5,1.000000e-01
nv,1.199775e-01,6.631015e-02,5,1.000000e-01
gl,9.500027e-02,2.061691e+00,5,1.000000e-01
nv,1.193431e-01,6.603031e-02,5,1.000000e-01
gl,9.464166e-02,2.050752e+00,5,1.000000e-01
nv,1.187798e-01,6.574092e-02,5,1.000000e-01
gl,9.440022e-02,2.039933e+00,5,1.000000e-01
nv,1.188276e-01,6.585347e-02,5,1.000000e-01
gl,9.392831e-02,2.029233e+00,5,1.000000e-01
nv,1.186324e-01,6.581865e-02,5,1.000000e-01
gl,9.416003e-02,2.018946e+00,5,1.000000e-01
nv,1.180295e-01,6.554330e-02,5,1.000000e-01
gl,9.386609e-02,2.008456e+00,5,1.000000e-01
nv,1.187741e-01,6.600202e-02,5,1.000000e-01
gl,9.367729e-02,1.998075e+00,5,1.000000e-01
nv,1.181733e-01,6.572934e-02,5,1.000000e-01
gl,9.335197e-02,1.987798e+00,5,1.000000e-01
nv,1.177032e-01,6.544395e-02,5,1.000000e-01
gl,9.336034e-02,1.977709e+00,5,1.000000e-01
nv,1.177201e-01,6.555815e-02,5,1.000000e-01
gl,9.304745e-02,1.967651e+00,5,1.000000e-01
nv,1.171355e-01,6.529039e-02,5,1.000000e-01
gl,9.285612e-02,1.957706e+00,5,1.000000e-01
nv,1.168242e-01,6.511539e-02,5,1.000000e-01
